sample_id,row_index,fold
d8214d67cd47dce6,0,3
89445419f6c44b95,1,0
0012d44e2ab7f2ce,2,3
686c5b91ab582e67,3,0
cc0ce57587b25c09,4,2
e70bdf3122605208,5,4
507884d0df6e803e,6,2
edd985d5b6cacd6b,7,2
59cb489abb9d404e,8,4
ab75d5134caa4536,9,3
abf7d0fff9acf1da,10,0
39b223853e67eb3b,11,4
66fc3703c11ece3d,12,1
13489d101ac83903,13,4
fca47778c951f7e9,14,3
6c1cd7c33fe6dac8,15,4
f19f38ce247e77e1,16,0
6de248379b51a538,17,4
67332ad819b30a2f,18,4
84681eae629dd552,19,4
f841252494dcdfc3,20,3
4b4ce5b6da311018,21,1
51ac652a2e84ecc8,22,1
bee805a979dbe50b,23,1
7bb0f8ec800e8a56,24,1
b703b81b439d1ee0,25,2
8c66276cc369f4cc,26,3
c2c43b0edbdcc40d,27,3
321205ebdf3c1516,28,1
e691bbca412bca84,29,1
fb368e5b915ca58b,30,0
745f70282c6c3f18,31,0
ea2513c8198dba9c,32,0
611d40158149559e,33,0
81493e0b3106c50c,34,3
d09609ef460cfbba,35,0
56b2704ad8991c3b,36,4
f689d77b9417f1f8,37,4
991c51af58438cd7,38,1
6327b1e4618308e8,39,1
70b57b6dbcd9f7ec,40,0
32a457352c41214c,41,0
17b2d43c38e1e141,42,3
6807f5192b6cd69a,43,1
4fb6e10a2d0e7c68,44,0
364f9b854b2ef1a5,45,3
4962d41a90cbd311,46,3
48b90b454e8382a7,47,2
86c8a41aec7ff30c,48,0
a2575a3d797bbf15,49,2
8e886eebb633ee38,50,1
547e196e016b3a3c,51,4
2fe72f73897d4695,52,0
2327abb9662d878e,53,3
1ce43c8c16d0ce47,54,1
9fda21e1606daac7,55,2
1598f82c531ce3e0,56,2
c634cae166417822,57,1
b825265dbf85cbc4,58,3
75d6f9b0091a9a03,59,0
54e3aa370366a041,60,4
1b8fd33a5561d5b0,61,0
ab9548b83e41d2c1,62,3
db61bbf6fcf354c4,63,2
a1b4aa70c6382bdd,64,1
b2889ef76b7d8561,65,2
a75769c5e3b69534,66,0
58027e13aeec1bf7,67,3
71f4d671cf77be70,68,0
4c43e528957af5d2,69,3
bd0b51e1ddde0928,70,2
baa79241a3194ccf,71,1
ceb2d84b3e64706e,72,2
5209b3fc9d18687e,73,1
197d0950d5b6a107,74,3
4c11de2eb902bf5b,75,1
e563c4b22ae46ba8,76,4
2170c4ac16e97e52,77,0
51ea54ba84f35b07,78,3
45a22445b49b74ca,79,1
2542c46e43f934cf,80,4
0b26f5f248498653,81,0
abba0435522ed7a0,82,2
f1ab3304861d9ab7,83,3
c66ed6eaa03a18e9,84,4
d451967ee72e71e0,85,0
894b1d95e8dcb016,86,2
2ad631eee55af98b,87,2
7fc8def0b8588200,88,1
caabe97ffa7a818a,89,0
97896e347985c9af,90,4
4905c53d66800e24,91,4
0905171c9a8652ea,92,1
db8d3d2fab4b5d36,93,3
3e0ad24f71aa4e81,94,1
12ca8832e9b909f4,95,1
436cf1f9d04ffba9,96,0
57a499289a02d50c,97,3
15d53fe9a7811658,98,4
9e9b05638b0f08b9,99,3
7973dce9b80df4bd,100,0
dfff7f7102a41914,101,2
e445997a15732acf,102,2
b73e00316dfac2dc,103,1
5869a5af89f3ad52,104,2
66b3786fd8accedb,105,3
17cd3075c01038cd,106,2
1e466064a8ea614b,107,0
29e3b766bf6bd7a6,108,3
c85d0703073d948c,109,1
282c2434dd650cdc,110,0
330fcb3045d18d2b,111,4
2c3d6f833f324da3,112,1
cfea7f30759b1518,113,0
9a12a3340bac7e3f,114,3
d1cea101042c31f3,115,3
e2cad3c1ae22f4ad,116,0
a14501a98aeed13e,117,1
9d23ed08fba548fe,118,1
21ccb9776550b1d4,119,4
907a31ba025d9cc1,120,4
b8c0239652d22bc7,121,3
a79f63c0ab4a569c,122,2
2aa74e6cb90d1ad9,123,3
992e0451fb22f095,124,3
32a2339d4e2d5e05,125,1
2a706468450b8071,126,3
1e19fee2b2f5dd95,127,1
08aa88e496250167,128,1
3f1b3ee72a361f1c,129,4
c9cb832ca74f9648,130,0
a7c09879d90550cd,131,2
aba5c8d75cce933d,132,3
64bc01144063120d,133,0
59e04b57f08a909d,134,4
b500e1a0c371232c,135,2
9cc45fe8a6cb6f9d,136,3
3547e18ab266a95d,137,3
35f3117af8becab2,138,4
71d4a09e2c161805,139,0
a7b40a7a50ebc197,140,2
eaf4e5a2160c588d,141,4
6915c58b0e56356a,142,2
cf5af51e3e35da7c,143,2
a925bd0157226572,144,3
8b2ab2c7331d18ba,145,1
12b04ee1374e0720,146,2
680dd06650a1d9fa,147,1
9340c8d49b85bf26,148,0
25f098485e9665cf,149,3
8fad75a291e5abe1,150,3
598638e27ef51e6f,151,2
47dc81e74551fa9d,152,3
41c06a0ce74cecb9,153,4
4a75ffc6ea00e65f,154,3
2e76febb17dff6ba,155,2
57adc9469b6c0adb,156,2
fc7626e5935925fa,157,4
d6fbba33d12d73ac,158,1
d241028945012d97,159,1
cdd977daaa1fae6c,160,2
8c1eec9be07c1fe2,161,1
2aae2f493e5bffaf,162,1
f680f3e7c4138378,163,1
5280bed0087d61a7,164,1
55e680c11fba9492,165,1
9367d068218de5c0,166,1
691f2a77bfcdb3c9,167,1
7525a7106c930c5b,168,1
2fcf1a1a66e45cfd,169,4
f07f201999e06d9b,170,3
60008cc0005dad31,171,3
7921b7f05e09c216,172,2
0eadec6f26d5dfb8,173,1
c34d258708bb6712,174,0
f32414cc5b15f3ae,175,2
d1ff142819ba72ca,176,2
cd50b6d1f0985963,177,3
3cc8ef39b6daa4dc,178,4
902b3921907ed6b1,179,3
e4bbd830207f8716,180,0
7d5e0b6588cb5af4,181,1
f88e1cf31dfcc951,182,3
2face602d835cc94,183,0
5591beea89fcebdd,184,3
457f101988650333,185,2
e22ff107d0982d9a,186,1
05b4a9d517359d5f,187,1
fca7bae9e3c690cd,188,1
591a1b7581fe21b2,189,0
9873c061971f1681,190,4
6bfb0e709cfc04a7,191,2
72ce5a1fcdbc92cc,192,2
2bae541b42773df0,193,4
bd1e474c24374b65,194,3
3508c8b8602ae248,195,2
7e7c73034fe8bb15,196,1
afed23f00a52ebd6,197,4
c78ce6d4210ec119,198,0
0a04599523862c01,199,3
07b611f8f355174b,200,1
69ccbc739afb52a4,201,0
35259f174b73e192,202,0
8b7056d7e13bb8a2,203,0
b35ecd31f7324ce3,204,0
ad9580161542e727,205,0
ac5d1c085d4a7d12,206,4
d923928129cfab5a,207,4
7338288ab3b4d14c,208,1
cf2310040df098bb,209,1
894a7ca9b0c1db45,210,1
1e8f292501fc9f67,211,1
21ce1b216b7c1de7,212,2
dd827ec4390a5499,213,3
f9899156bf52e1c6,214,3
916e5b2369f53334,215,2
c8a7a64bb6e66476,216,1
01625b44c2a22441,217,4
0bc5e6ed08d93f75,218,3
f5df5ee36e65af51,219,2
43369ae800420be3,220,2
e4a33e2a658066ae,221,1
fd9686afccf1d788,222,0
87b5b3bf609aab0e,223,4
4172e0220ab2aa46,224,0
595d167281a31ca1,225,1
6021a730d1f769ef,226,1
6ccf72066c46b6d0,227,0
3058e9eb0c7c78cc,228,4
eef7a633deaac0ba,229,2
374d10993ad44501,230,1
4012d347a79f5c2c,231,0
81bb7528bd4a0d3d,232,0
03b0bfb713e66c5b,233,1
c6ed25b995b5c9c1,234,4
ffa41b0d98e6a220,235,2
5390e26fc98550eb,236,1
df3b1257327d7d22,237,4
aae2270ead605e61,238,0
a2fd8ccd90de1208,239,0
19d2ebe2a4b6bdb5,240,1
87237c8569482b7c,241,4
aa1a2f05f4834893,242,1
4723bd6e3e479172,243,3
03ae2a8d4faafb19,244,4
e4363297db6cbe27,245,3
8890449d0613103f,246,2
ec1f2d9db2f0ce70,247,3
c159578f4b7e58b5,248,2
38d9356e89376418,249,4
6d2d71b3236290ac,250,4
e66bbcbc33a31c50,251,2
4ef8eda0c4ffc7c3,252,4
6f7ef44d5cb7127e,253,0
c9ce94cac2eb1324,254,3
34458a7cc5ea1d1e,255,3
ee021de28b4a9451,256,0
fd83edeee18b20fc,257,0
de2392a0152f6ae2,258,1
f2d8b1d870075824,259,0
5f2bd86986df8cca,260,4
101530803fe1bcfd,261,2
fff3cc96498cff9b,262,3
8a28a7ec3d54cfb0,263,1
2b15f3b7c0aac5d9,264,2
df5e097975917aab,265,0
2d09b49391c2662f,266,3
ef480ce1260d0447,267,4
7524d8ca78bb0535,268,3
242927d9b9174c24,269,1
a4d5a756630a1a9a,270,1
bf89a27413b529d7,271,2
1c4635ec79ff397f,272,1
9b63a44747ee53eb,273,1
6e096defbfb1d522,274,4
a3bcbd53a3d056fa,275,1
6085637133b5e8b3,276,4
77764d6277c582a2,277,0
bec5597e8b1bda23,278,0
406af6b468ddd45d,279,3
e6371ddc0f1df892,280,3
45d2dad5b6819f9b,281,3
50084da0c514c641,282,2
3510ad8d5dbd5fe9,283,3
87eb9b471753d028,284,2
7615c5d26e8abd47,285,0
34d75bc4718eb471,286,3
ea14e05d7219071a,287,3
dccffeb49cbb350d,288,3
dee9ca61ada4d294,289,3
b6ad6d6e68de83da,290,4
d168c6904e420540,291,2
461462db1d61c8c0,292,3
003cef821a883481,293,2
c15840062f86ba77,294,0
1de2228fb7d51836,295,0
0f62d105b0d77ceb,296,2
17c9c57228d755cc,297,1
bad95e033c0540b5,298,1
3592074e9f5a48f8,299,4
45f30568a549b5b0,300,2
4419cf79d0a342ed,301,3
8fde9be912e7429a,302,2
d708ad19aab0c69e,303,4
89f6161f76cef770,304,2
1944e3eda7aea2a0,305,4
b879ea4cdc6fe656,306,0
eb1bab09657413d8,307,2
fe671b32b59875f6,308,2
951ff1a86265ba2d,309,0
c7669976abda0072,310,1
612343c073d1a893,311,0
342ee14e2d4fc23b,312,0
bf6db88ff1a8b047,313,3
c50b29d4ac6764b0,314,4
23dfa14f581ba8d4,315,3
3279d4e83d19b61e,316,3
af1d68e93690df57,317,2
438661784dfd7e34,318,4
00640ceb7f317d80,319,4
43b2cc475fd97047,320,0
0b32a14a199f934a,321,3
84a9ca354b816dda,322,1
76c0d3abeee7ff6f,323,4
539386eccaf248bb,324,4
368ca80256c9b8e2,325,0
8bb4fe7808623d01,326,1
54d018f84bf63192,327,2
d7fdc7f58e194f6f,328,4
6c3936914f14b6ee,329,0
97f645e7807b1597,330,2
9abb60ce183e694c,331,1
32e281cf51c39cd0,332,4
792e9f2f481a5817,333,4
9bc4d69a539d2d76,334,0
f4a6d701a99dc7cd,335,0
f12f3d93893e1cf9,336,4
cb25ecc06c3d7318,337,1
57cdf75adad258d1,338,1
247a950cf9a19cc2,339,0
826f2c9344c57976,340,0
291a55ab570f5a47,341,1
0147b980cbaa9837,342,1
105a98ec1f7c60b5,343,1
29c0461955bf7b10,344,1
a75e894f9e8aee8c,345,1
0b92dd83ca32fe9d,346,0
fdb87c27bc488581,347,3
9f928266e53e3374,348,1
7ee4e6cb047f0ce6,349,2
2422c4de1e407104,350,0
0f0c78fb00937fb9,351,4
29985430f53d0feb,352,4
a9c6be14eff7dd67,353,4
3a63b545522ed377,354,0
bf5ffcb4b1124946,355,1
a53371ae735425b3,356,3
65505919b9d402ca,357,2
10ed377f4b6d6404,358,4
4c5e485167725057,359,0
30a491b2d56560e2,360,1
2095783244f8ee56,361,4
0cba13ec8d951873,362,0
2af8a601c9208881,363,1
040367ce8a753576,364,1
e43e831fd599ee95,365,1
047574fc343d72e8,366,1
69bb06df84b09a1f,367,1
09aa12ecab798614,368,3
62298dd31d5176ad,369,4
ffd2e1f2a68d18b6,370,4
efefb21d82f9af5c,371,3
f2208842c597168b,372,1
2cc0c1366cfaec7d,373,4
a16ed793a90ca29f,374,2
a64f5244d73dd628,375,1
ab0ed5fdeeacfe8f,376,0
ddd70be54d24d867,377,0
c19dab777c9d3029,378,4
510095bc15e163e1,379,0
6451a3f3d58318f7,380,0
ecc49d962a6bae52,381,0
9f015b5a0f2e0278,382,2
1b437eae8337ae85,383,4
df42cc6c2d570e24,384,1
07d60eac70dc6d00,385,1
367f739cc64d793c,386,3
bb0eed73e5c7093b,387,3
7f32e738e1d5bbe2,388,2
324aa1343f3a4077,389,2
9884650c03f0bd3a,390,2
d7f033b71f37f4ef,391,1
1e13be2668aeba96,392,1
0b73abe018214feb,393,0
8802e89e8d98c072,394,4
ce0cfa44af500241,395,3
795738add1e4b900,396,2
ef49452c3d95e095,397,1
ad5e0b3724a01e11,398,4
959a12eaafb52f74,399,4
31b52eec76ba6812,400,4
2f9f748178c4c10a,401,1
0c102f392d6a0d8f,402,0
c65845c10add687e,403,0
6adf3d2d3a5a9679,404,0
327ffbc87c86743c,405,1
3e8a6a571b999c11,406,1
7f8739da2689e6b9,407,1
91fac0ffd860eb8c,408,2
cbf00ebc10830fc7,409,0
02b7a0f4c13bafdb,410,0
0b9c14d519ebb235,411,3
4d8703605246ed04,412,0
98ce2ef246f98a8b,413,1
bd2e525c9f5f35d8,414,3
64712128a6d8f4ad,415,1
6c691c68fa170139,416,2
3d323384334f7bd3,417,1
9b94a7530bb4ae79,418,1
65634555ccb4ae53,419,4
b576e933955eb8ae,420,0
24536f4166fe465b,421,3
e3b6c01dd9e7cc00,422,2
fca5476803be4ad3,423,4
33bb94c057ff7d80,424,3
81099a60275740ab,425,0
814bbe4a81fe5fdd,426,3
ad3eeec72cfb4381,427,2
2c0b37280332959a,428,0
badd7f51b1d6df07,429,3
06807653314bc9ed,430,4
0c155938f7592436,431,2
2d60ca4d9df48ba1,432,2
977b8ce9c8430c1f,433,2
639c19e4484b98a4,434,0
e8c4d73d2e111973,435,1
1dcdcd601fb8ddc8,436,0
1b6ce774692e6867,437,3
c022253dcfd08287,438,2
dd6b808d171f3fe2,439,4
b565f62b126ac1fc,440,0
6d3c0ca61fb86bc0,441,3
613cf38152438a35,442,0
3fac4cf11936cb10,443,4
953d2fe41642f1fc,444,2
78437b7fb79cef1a,445,2
1825d323a061aafa,446,3
91feb652ddf62ab8,447,1
5fcac7d672d2b851,448,1
49b3686635a27ae0,449,4
50db259f868524df,450,1
1bb90bc65d80e675,451,0
501c64e1be2757b1,452,4
e5a6d93eb9b38613,453,2
a6d73e9d41617b01,454,1
731df2b1a0bdf66b,455,0
1ba53036e738c9b5,456,2
00e9cd7a851b60e9,457,2
122185a1973267c9,458,2
0e78ac8c7b3bbc40,459,0
13b90df216f3a1de,460,4
5645a1c76b1ab4c2,461,4
e11a2fc37e6f22e4,462,2
3576204e63f0b2e2,463,2
f3ca55b86e792754,464,4
9ed76f939cf7dbe5,465,3
62edd4529ac1360d,466,0
3b1b78944f2b84af,467,3
f73f1ee6880cbf4d,468,3
7aa492caa34248e0,469,2
99cb9ac7f3fb14fe,470,2
7bb015c84d109791,471,2
86aea56c015c18e6,472,0
37806278426d166f,473,2
6dbdf5da6bc95c1e,474,4
e0155c84222afc80,475,2
0975af005d2a60c7,476,2
7171df82ed6e65fe,477,4
6b52f8974da5e088,478,3
9acb38c2d6a37015,479,3
4c4a1ccb5f73caeb,480,1
6ce034b28967b038,481,3
f9068952de7e050c,482,2
44521a5af3ce9683,483,3
5347bd0106de67d9,484,3
651b22d22669c96d,485,2
85d76e80c66f054c,486,4
ef355dbdeb7f6afb,487,0
fcc94f4c921434b8,488,2
efcaa16757dbb524,489,2
2b14930734b0da64,490,1
ab87f22db9058cbe,491,0
dae5a74fda5850ab,492,3
a9a411947a6b17de,493,0
7e15d07cabfde0a3,494,2
86677d8b081d2f4e,495,4
cba346bcea3c2225,496,3
d6b6b118999350db,497,2
66922ba05f2d2768,498,2
930c208dab25840a,499,2
851583244f82f07e,500,0
0130ab68e3588784,501,2
a3b02d016999c373,502,0
d09b26b146b0cfd2,503,3
71052a36d038f53b,504,2
e8e1ae6949cd51ed,505,4
ccfc9ac3d289dd44,506,2
0e84417ec46a649d,507,0
d603e006cd3edff8,508,4
65559d4b363406fc,509,3
ae99d9e373c431e6,510,3
ac498a798db63c2c,511,1
f8c052d9e9927620,512,3
2467ca66a363e3c2,513,2
d91a9050ed7e2b3c,514,4
d402bb00f29f76aa,515,3
863b5062d86bc8c7,516,3
23ea01857025665a,517,3
597343193fc6cc11,518,1
29a1ccb8acb9668b,519,4
5c816dfb21ab6948,520,2
890863c8e611281e,521,1
cddd1c6af3a57417,522,3
6e010495e7403b47,523,2
fcb22d7f859b8cdc,524,2
3771e5b5b74e40a5,525,0
430d4a1285033da9,526,2
3b556e7d9fa972f5,527,0
e261955bac76cb16,528,1
242207db842f4676,529,3
d593a4e770f89330,530,1
a99fd8f5aafb20e8,531,3
399ed447807634cf,532,3
11f5ea19b4a4e04a,533,3
a82ff5f615ef95da,534,1
6c8de94d2d032d6d,535,3
9bb458d5f5739180,536,3
ef1cfd1400d9838f,537,1
30b7417535302c5b,538,3
8e056e779022fd68,539,4
cebf0b29086c5545,540,1
b419837abdbf53f3,541,1
3fee4ff6963de54d,542,2
ec9869cf50dcf6b1,543,4
8dc0f55fba82a018,544,1
e0dd3aff84fe95f3,545,4
578c7cf9b65965e9,546,2
b4e2755b383cdfe1,547,3
61220876bed90a52,548,1
18f0ec9d31eed002,549,3
f2137f631ea9f678,550,1
0dd948234f6615ec,551,2
234711ee3949e903,552,1
00774e612731fb7a,553,2
954858850163747a,554,4
059bead056fa83e6,555,3
b6d7f679e9d02454,556,2
ee9f14ba2c497d5e,557,3
1af5a3e01be5bf29,558,3
b5a64d35bbf39256,559,0
72bc90156b8593f4,560,0
428f778a6aae86e3,561,0
fd29b62b0bab5e71,562,4
153a65d162b74a22,563,4
b5ea21711ad5f65b,564,4
ea7a384205bcd9bb,565,4
0a41fada327270c3,566,1
2a435c8f01fd49f3,567,0
0a673880a91f0542,568,3
26c2d4437cecf4b3,569,4
cdbe94cf4cc6d0a3,570,2
ff49f14e311bf820,571,0
9fcdfb38f1bdc0e0,572,0
20035f532155109e,573,2
283db3c28393a101,574,2
e07d62bb8bdf85d3,575,2
837680d061db9c54,576,1
65915c765801e66f,577,4
cc35704a50974ee0,578,2
308859ae7abcbba2,579,3
b7434ff5229d1b13,580,1
edbd0c200c4fa299,581,2
bb55bf0d7aad3da2,582,4
e5fce4436c75a383,583,2
9a54f3d0644c1e73,584,1
0545aae18b84b233,585,0
4087646aca5176fe,586,0
4be0aac086fa8ce6,587,4
6b06fcea1929a267,588,4
49bb267571a9f131,589,0
4ee5c080ff4bef7d,590,1
bc593127a1612881,591,2
fec679b72915bf4d,592,3
dd9fd8f6f44a80fc,593,0
dba3a3412a342049,594,4
c61131440f648b55,595,0
f93238beed7d5af1,596,1
677597f5c8c14aca,597,0
acfaf20d9f06dbb5,598,4
3cf4d9a65e94984c,599,2
597df9b176dfef77,600,2
d3cab89fe4fbb99e,601,1
d321f83001e881dc,602,0
3b9c9ed3bf452a40,603,4
a3308cac75456784,604,2
41c9e1dfbfee493d,605,1
9111e416e01d09f8,606,3
be17bac9c0be13df,607,3
f599f4d0f7362f79,608,1
f577119f901589b5,609,0
504500c766c328b8,610,2
84565a618ef81c88,611,2
2e2c3972ecf55d3f,612,2
f6c912b6a8ba2099,613,1
6c191a5b5c1599de,614,4
102bc000b21dd666,615,1
877c64e9d027869d,616,1
8c58c3df4697b269,617,1
de9d435959285b21,618,0
037abd7a595eea70,619,1
4d13ab775024988b,620,1
3c9fd1b4ce6df0b3,621,2
fad72463f347ab1f,622,1
af2fc65af00067d1,623,0
e1db5eb227f2704a,624,0
148cb5273a98e4e9,625,2
bf142056287b72d5,626,2
98937b74d7718f96,627,3
299af826098bae36,628,0
f28646a0752128cd,629,1
b24004713f964f8f,630,2
f09688321016f4a0,631,3
794ceabc98feacc6,632,1
1964c267c22fa04f,633,2
c6d331b07e285d1b,634,3
5945d9c1692ecce7,635,4
e04ad0d3e3d9b3a4,636,2
b044a6525bd08f9d,637,3
20716c177a51f836,638,4
